person_id,movie_id
556800,78428
1160576,78428
76913,79064
99687,79064
130985,79064
543178,79064
1619,79093
12672,79093
25246,79093
26784,79093
119447,79093
134703,79093
148886,79093
1275566,79093
1275569,79093
74021,79279
76913,79279
130985,79279
1287732,79279
121394,79321
54615,79322
56861,79434
66717,79434
68561,79434
26724,79577
65938,79865
122816,79865
588138,79865
975322,79865
119447,79871
1135177,79871
1135394,79871
1591060,79871
588144,79872
1619,79953
25251,79992
66717,79992
62423,80268
66717,80268
68557,80268
119447,80268
553881,80268
118745,80474
227782,80474
240171,80474
548610,80474
1134732,80474
21914,80477
65992,80479
88495,80479
94077,80479
556800,80479
62410,80485
579216,80485
1135394,80485
26786,80606
44922,80606
62419,80606
62420,80606
83686,80606
84205,80606
88495,80606
119454,80606
231909,80606
239010,80606
589746,80606
554120,80640
612216,80640
589911,80644
57831,80779
88495,80779
66717,80794
1134729,80794
1416970,80794
25246,81128
65353,81128
70437,81128
140481,81128
1135394,81128
56861,81221
66717,81344
66761,81344
88351,81344
99687,81344
134704,81344
21911,81639
26739,81639
77301,81639
120725,81669
227792,81669
26724,81709
62417,81709
567303,81709
592328,81709
592329,81709
26724,81750
67689,81750
20519,81752
1336,81870
109809,81870
240171,81870
1173757,81937
21908,82061
21910,82061
84205,82161
1624,82190
20652,82190
64496,82190
130644,82190
25246,82952
68557,82952
70437,82952
87840,82952
70437,83016
87942,83016
20652,83048
78878,83048
548474,83048
1054920,83048
77301,83277
998494,83277
20652,83517
103598,83706
1337,83721
21914,83721
25251,83721
26760,83721
65934,83721
592329,83721
1094209,83721
1134732,83721
62424,83876
69636,83876
229302,83876
612216,83876
1134732,83876
1173203,83876
1173757,83876
81081,83914
229302,83914
26778,83960
83631,83960
94076,83960
1195450,83960
1357125,83960
1415348,83960
26724,84275
576408,84275
1277930,84369
77304,84700
21908,84702
26724,84702
70590,84702
144860,84702
69033,84703
26724,84819
1357125,84825
227782,85012
65975,85014
65976,85014
612216,85014
1134732,85014
26739,85020
124002,85258
134703,85258
1134504,85258
124002,85259
57831,85502
25246,85508
66717,85508
68562,85508
88495,85508
105421,85532
1341,85590
25251,85590
65934,85590
88495,85590
240177,85590
1173215,85590
57609,85795
118352,85795
119426,85795
990443,85795
1134731,85795
240177,85874
87944,85877
1172981,85877
10885,85878
109813,85878
62410,86124
124002,86275
134704,86275
229302,86275
71051,86409
86318,86409
115610,86409
62419,86425
548610,86851
1109778,86851
1173757,86851
26784,87036
70673,87036
124002,87036
124777,87036
229302,87036
1134504,87036
83560,87953
213438,87953
57609,88046
62410,88046
1173757,88046
69636,88048
229302,88048
1134504,88048
18899,88141
70673,88141
116351,88141
62410,88159
548610,88377
548610,88381
695,88553
26786,88553
121709,88553
134704,88553
239961,88553
118745,88631
548610,88631
88351,88633
118745,88633
1109778,88633
26784,88806
70690,88806
83630,88806
119447,88806
134704,88806
227778,88806
239010,88806
1277930,88806
26726,88889
62410,88889
109301,88889
567303,88889
1329775,88889
1357077,88889
1407468,88889
18899,88922
26784,88922
35452,88922
124002,88922
229302,88922
240169,88922
88351,88945
62410,88978
63584,89433
65934,89433
66717,89433
118350,89433
120725,89433
548610,89475
548610,89478
18897,89483
548610,89483
87944,89749
126852,89749
1135781,89749
1134504,89992
70690,90003
131728,90018
65986,90022
69636,90022
124777,90022
229302,90022
1134505,90022
62410,90071
64496,90147
1132614,90147
1147123,90147
71051,90283
121394,90548
584527,90548
1164789,90556
1173203,90556
65986,90557
70674,90557
67259,90562
1164789,90562
240169,90565
26724,90567
35452,90567
62410,90567
1173757,90567
553882,90772
121394,90805
105421,90808
148884,90808
66717,90934
122816,90934
122818,90934
588144,90934
1134729,90934
62423,90965
103598,90965
119447,90965
239961,90965
1341,91007
21902,91007
35452,91007
67222,91007
68561,91007
70437,91007
110844,91007
119447,91007
990443,91007
1134731,91007
1346930,91007
25246,91186
26760,91186
62410,91186
66717,91186
87840,91186
239010,91186
592329,91186
70437,91286
63584,91463
83358,91463
1134732,91463
1134734,91463
1135177,91463
1139041,91463
25251,91759
56804,91759
63584,91759
84205,91759
12672,91919
25246,91919
119447,91919
148886,91919
229302,91919
1135394,91919
57609,92360
69636,92360
70673,92360
83358,92360
127410,92360
990443,92360
1109778,92360
148884,92563
1134729,92563
1172981,92563
1346930,92563
88351,92679
1134504,92679
695,92710
239091,92710
1065282,92710
1173757,92710
77303,92990
25246,93387
65974,93387
69637,93387
135836,93387
224928,93387
237235,93387
998494,93387
1619,93412
18897,93412
25245,93412
25246,93412
66717,93412
66761,93412
83489,93412
88495,93412
111298,93412
64895,93465
69637,93465
87944,93465
213438,93465
1134729,93465
1619,93487
25245,93487
26726,93487
26729,93487
26767,93487
111298,93487
116906,93487
227778,93487
240177,93487
579216,93487
12466,93502
26724,93502
62419,93502
67222,93502
88495,93502
96889,93502
103598,93502
1065282,93532
1148003,93569
25251,93582
65934,93582
68561,93582
83358,93582
118350,93582
118352,93582
936010,93582
999460,93582
1136808,93582
1404511,93582
69636,93754
240169,93754
1109778,93754
54615,93898
65938,93898
25245,94406
65974,94406
67221,94406
68557,94406
134704,94406
56861,94676
120725,94676
229302,94753
1364713,94753
20654,95728
26724,95731
26744,95731
21911,95919
77304,95919
548610,95955
1109778,95955
1164789,95955
62424,95990
65986,95990
84205,95990
548610,95990
1134505,95990
1148003,95990
1163362,95990
65986,96144
69636,96144
229302,96144
1134505,96144
592329,96331
643,96466
120725,96466
1617133,96466
1337,96480
26744,96487
65938,96487
612216,96487
20519,96664
72731,96664
127410,96664
127436,96664
240171,96664
73774,96686
88351,96952
240169,96952
548610,96952
65975,96989
67221,96989
88495,96989
96889,96989
119447,96989
227804,96989
239010,96989
567303,96989
695,96990
20519,96990
56804,96990
84205,96990
119447,96990
134703,96990
612216,96990
1173203,96990
584527,97150
612216,97150
88351,97412
88351,97430
240171,97430
26739,97520
62410,97731
62417,97731
87840,97731
26786,97812
956575,97812
1415348,97812
144860,97876
44922,98164
81081,98164
119454,98164
124002,98171
83358,98174
548610,98420
18897,98422
70673,98422
1619,98497
134704,98497
148886,98497
229302,98497
239010,98497
592329,98497
1134735,98497
18897,98567
21911,98567
70690,98567
64496,98570
56804,98984
26724,99576
576408,99576
1624,99580
18897,99580
84205,99580
227792,99580
1341,99582
12466,99582
70673,100943
584527,100943
26724,101024
62419,101024
70590,101024
1175533,101189
1337,101334
54615,101334
63584,101334
67689,101334
110844,101334
110847,101334
126852,101334
239961,101334
551869,101334
1338,101335
25245,101335
56830,101335
56861,101335
62417,101335
67222,101335
70690,101335
88495,101335
567303,101335
105421,101569
612216,101920
25246,102263
56816,102263
72731,102263
87840,102263
120725,102263
227804,102263
1341,102468
62420,102468
70690,102468
87839,102468
110844,102468
130644,102468
1341,102477
18899,102477
62424,102477
83686,102477
592328,102477
931172,102869
584527,103535
56811,103847
62424,103847
84205,103847
1134505,103847
213438,104171
21911,104194
56830,104240
67046,104240
12466,104259
25249,104259
68557,104259
230776,104259
1045536,104259
1134735,104259
1191058,104259
124002,104262
65976,104272
69636,104272
70673,104272
240169,104272
1148003,104272
26760,104287
70673,104287
78877,104287
87840,104287
955784,104287
1178938,104287
69638,104313
974461,104313
1175533,104313
25246,104509
